No,Sheet,VN Word,VN Example,JP Word,JP Example,EN Word,EN Example,Tag
1564,Daily Social,Vợ,Vợ tôi là người Hàn.,<ruby>妻<rt>つま</rt></ruby>,<ruby>妻<rt>つま</rt></ruby>は<ruby>韓国人<rt>かんこくじん</rt></ruby>。,Wife,Wife is Korean.,Family
1565,Daily Social,Bạn trai,Bạn trai mới.,<ruby>彼氏<rt>かれし</rt></ruby>,<ruby>新<rt>あたら</rt></ruby>しい<ruby>彼氏<rt>かれし</rt></ruby>。,Boyfriend,New boyfriend.,Family
1566,Daily Social,Bạn gái,Bạn gái xinh.,<ruby>彼女<rt>かのじょ</rt></ruby>,<ruby>綺麗<rt>きれい</rt></ruby>な<ruby>彼女<rt>かのじょ</rt></ruby>。,Girlfriend,Pretty girlfriend.,Family
1567,Daily Social,Kết hôn,Kết hôn năm ngoái.,<ruby>結婚<rt>けっこん</rt></ruby>する,<ruby>去年<rt>きょねん</rt></ruby><ruby>結婚<rt>けっこん</rt></ruby>した。,To marry,Married last year.,Family
1568,Daily Social,Độc thân,Tôi còn độc thân.,<ruby>独身<rt>どくしん</rt></ruby>,まだ<ruby>独身<rt>どくしん</rt></ruby>です。,Single,I'm still single.,Family
1569,Daily Social,Ly hôn,Đã ly hôn.,<ruby>離婚<rt>りこん</rt></ruby>した,<ruby>離婚<rt>りこん</rt></ruby>しました。,Divorced,Got divorced.,Family
1570,Daily Social,Em bé,Em bé dễ thương.,<ruby>赤<rt>あか</rt></ruby>ちゃん,かわいい<ruby>赤<rt>あか</rt></ruby>ちゃん。,Baby,Cute baby.,Family
1571,Daily Social,Trẻ em,Trẻ em thích chơi.,<ruby>子供<rt>こども</rt></ruby>,<ruby>子供<rt>こども</rt></ruby>は<ruby>遊<rt>あそ</rt></ruby>ぶのが<ruby>好<rt>す</rt></ruby>き。,Children,Kids love to play.,Family
1572,Daily Social,Thanh niên,Thanh niên năng động.,<ruby>若者<rt>わかもの</rt></ruby>,<ruby>元気<rt>げんき</rt></ruby>な<ruby>若者<rt>わかもの</rt></ruby>。,Youth / Teenager,Energetic youth.,Family
1573,Daily Social,Người lớn,Người lớn quyết định.,<ruby>大人<rt>おとな</rt></ruby>,<ruby>大人<rt>おとな</rt></ruby>が<ruby>決<rt>き</rt></ruby>める。,Adult,Adults decide.,Family
1574,Daily Social,Người già,Kính trọng người già.,お<ruby>年寄<rt>としよ</rt></ruby>り,お<ruby>年寄<rt>としよ</rt></ruby>りを<ruby>尊敬<rt>そんけい</rt></ruby>する。,Elderly,Respect the elderly.,Family
1575,Daily Social,Mang thai,Chị ấy mang thai.,<ruby>妊娠<rt>にんしん</rt></ruby>中,<ruby>妊娠<rt>にんしん</rt></ruby>中です。,Pregnant,She's pregnant.,Family
1576,Daily Social,Sinh nhật,Sinh nhật vui vẻ!,<ruby>誕生日<rt>たんじょうび</rt></ruby>,<ruby>誕生日<rt>たんじょうび</rt></ruby>おめでとう！,Birthday,Happy birthday!,Family
1577,Daily Social,Đám cưới,Đi dự đám cưới.,<ruby>結婚式<rt>けっこんしき</rt></ruby>,<ruby>結婚式<rt>けっこんしき</rt></ruby>に<ruby>出席<rt>しゅっせき</rt></ruby>する。,Wedding,Attend a wedding.,Family
1578,Daily Social,Kỷ niệm,Kỷ niệm 10 năm.,<ruby>記念日<rt>きねんび</rt></ruby>,10<ruby>周年<rt>しゅうねん</rt></ruby><ruby>記念<rt>きねん</rt></ruby>。,Anniversary,10th anniversary.,Family
1579,Daily Social,Vui,Rất vui!,<ruby>嬉<rt>うれ</rt></ruby>しい,とても<ruby>嬉<rt>うれ</rt></ruby>しい！,Happy,So happy!,Emotion
1580,Daily Social,Buồn,Buồn quá.,<ruby>悲<rt>かな</rt></ruby>しい,<ruby>悲<rt>かな</rt></ruby>しい。,Sad,So sad.,Emotion
1581,Daily Social,Giận,Đừng giận.,<ruby>怒<rt>おこ</rt></ruby>る,<ruby>怒<rt>おこ</rt></ruby>らないで。,Angry,Don't be angry.,Emotion
1582,Daily Social,Sợ,Tôi sợ.,<ruby>怖<rt>こわ</rt></ruby>い,<ruby>怖<rt>こわ</rt></ruby>い。,Scared,I'm scared.,Emotion
1583,Daily Social,Ngạc nhiên,Ngạc nhiên quá!,<ruby>驚<rt>おどろ</rt></ruby>いた,<ruby>驚<rt>おどろ</rt></ruby>いた！,Surprised,Surprised!,Emotion
1584,Daily Social,Hào hứng,Rất hào hứng!,ワクワクする,ワクワクする！,Excited,So excited!,Emotion
1585,Daily Social,Chán,Chán quá.,<ruby>退屈<rt>たいくつ</rt></ruby>,<ruby>退屈<rt>たいくつ</rt></ruby>。,Bored,So bored.,Emotion
1586,Daily Social,Cô đơn,Cảm thấy cô đơn.,<ruby>寂<rt>さび</rt></ruby>しい,<ruby>寂<rt>さび</rt></ruby>しい。,Lonely,Feel lonely.,Emotion
1587,Daily Social,Ghen,Hơi ghen.,<ruby>嫉妬<rt>しっと</rt></ruby>する,ちょっと<ruby>嫉妬<rt>しっと</rt></ruby>。,Jealous,A bit jealous.,Emotion
1588,Daily Social,Tự hào,Rất tự hào.,<ruby>誇<rt>ほこ</rt></ruby>りに<ruby>思<rt>おも</rt></ruby>う,とても<ruby>誇<rt>ほこ</rt></ruby>りに<ruby>思<rt>おも</rt></ruby>う。,Proud,Very proud.,Emotion
1589,Daily Social,Xấu hổ,Xấu hổ quá!,<ruby>恥<rt>は</rt></ruby>ずかしい,<ruby>恥<rt>は</rt></ruby>ずかしい！,Embarrassed,So embarrassed!,Emotion
1590,Daily Social,Biết ơn,Rất biết ơn.,<ruby>感謝<rt>かんしゃ</rt></ruby>する,とても<ruby>感謝<rt>かんしゃ</rt></ruby>しています。,Grateful,Very grateful.,Emotion
1591,Daily Social,Hy vọng,Tôi hy vọng.,<ruby>希望<rt>きぼう</rt></ruby>する,<ruby>希望<rt>きぼう</rt></ruby>しています。,Hopeful,I hope so.,Emotion
1592,Daily Social,Thất vọng,Hơi thất vọng.,がっかりした,ちょっとがっかり。,Disappointed,Bit disappointed.,Emotion
1593,Daily Social,Lo lắng,Đừng lo lắng.,<ruby>心配<rt>しんぱい</rt></ruby>する,<ruby>心配<rt>しんぱい</rt></ruby>しないで。,Worried / Anxious,Don't worry.,Emotion
1594,Daily Social,Bình tĩnh,Bình tĩnh đi.,<ruby>落<rt>お</rt></ruby>ち<ruby>着<rt>つ</rt></ruby>く,<ruby>落<rt>お</rt></ruby>ち<ruby>着<rt>つ</rt></ruby>いて。,Calm,Calm down.,Emotion
1595,Daily Social,Tự tin,Rất tự tin.,<ruby>自信<rt>じしん</rt></ruby>がある,<ruby>自信<rt>じしん</rt></ruby>があります。,Confident,Very confident.,Emotion
1596,Daily Social,Nhút nhát,Hơi nhút nhát.,<ruby>恥<rt>は</rt></ruby>ずかしがり<ruby>屋<rt>や</rt></ruby>,<ruby>恥<rt>は</rt></ruby>ずかしがり<ruby>屋<rt>や</rt></ruby>です。,Shy,A bit shy.,Emotion
1597,Daily Social,Thân thiện,Người Việt thân thiện.,フレンドリー,ベトナム<ruby>人<rt>じん</rt></ruby>はフレンドリー。,Friendly,Vietnamese are friendly.,Personality
1598,Daily Social,Tốt bụng,Anh ấy tốt bụng.,<ruby>親切<rt>しんせつ</rt></ruby>,<ruby>親切<rt>しんせつ</rt></ruby>な<ruby>人<rt>ひと</rt></ruby>。,Kind,He is kind.,Personality
1599,Daily Social,Hào phóng,Rất hào phóng.,<ruby>気前<rt>きまえ</rt></ruby>がいい,<ruby>気前<rt>きまえ</rt></ruby>がいい。,Generous,Very generous.,Personality
1600,Daily Social,Thật thà,Người thật thà.,<ruby>正直<rt>しょうじき</rt></ruby>,<ruby>正直<rt>しょうじき</rt></ruby>な<ruby>人<rt>ひと</rt></ruby>。,Honest,Honest person.,Personality
1601,Daily Social,Kiên nhẫn,Cần kiên nhẫn.,<ruby>辛抱<rt>しんぼう</rt></ruby><ruby>強<rt>づよ</rt></ruby>い,<ruby>辛抱<rt>しんぼう</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>。,Patient,Need patience.,Personality
1602,Daily Social,Chăm chỉ,Rất chăm chỉ.,<ruby>勤勉<rt>きんべん</rt></ruby>,とても<ruby>勤勉<rt>きんべん</rt></ruby>。,Hardworking,Very hardworking.,Personality
1603,Daily Social,Thông minh,Rất thông minh.,<ruby>頭<rt>あたま</rt></ruby>がいい,<ruby>頭<rt>あたま</rt></ruby>がいい。,Smart,Very smart.,Personality
1604,Daily Social,Hài hước,Anh ấy hài hước.,<ruby>面白<rt>おもしろ</rt></ruby>い,<ruby>面白<rt>おもしろ</rt></ruby>い<ruby>人<rt>ひと</rt></ruby>。,Funny,He's funny.,Personality
1605,Daily Social,Nghiêm túc,Rất nghiêm túc.,<ruby>真面目<rt>まじめ</rt></ruby>,とても<ruby>真面目<rt>まじめ</rt></ruby>。,Serious,Very serious.,Personality
1606,Daily Social,Lạc quan,Luôn lạc quan.,<ruby>楽観的<rt>らっかんてき</rt></ruby>,いつも<ruby>楽観的<rt>らっかんてき</rt></ruby>。,Optimistic,Always optimistic.,Personality
1607,Daily Social,Sáng tạo,Rất sáng tạo.,クリエイティブ,とてもクリエイティブ。,Creative,Very creative.,Personality
1608,Daily Social,Lãng mạn,Anh ấy lãng mạn.,ロマンチック,ロマンチックな<ruby>人<rt>ひと</rt></ruby>。,Romantic,He's romantic.,Personality
1609,Daily Social,Sở thích,Sở thích của anh?,<ruby>趣味<rt>しゅみ</rt></ruby>,<ruby>趣味<rt>しゅみ</rt></ruby>は<ruby>何<rt>なん</rt></ruby>ですか。,Hobby,What's your hobby?,Hobby
1610,Daily Social,Thể thao,Thích thể thao.,スポーツ,スポーツが<ruby>好<rt>す</rt></ruby>き。,Sports,Like sports.,Hobby
1611,Daily Social,Bóng đá,Xem bóng đá.,サッカー,サッカーを<ruby>見<rt>み</rt></ruby>る。,Football,Watch football.,Hobby
1612,Daily Social,Âm nhạc,Nghe âm nhạc.,<ruby>音楽<rt>おんがく</rt></ruby>,<ruby>音楽<rt>おんがく</rt></ruby>を<ruby>聴<rt>き</rt></ruby>く。,Music,Listen to music.,Hobby
1613,Daily Social,Phim,Xem phim.,<ruby>映画<rt>えいが</rt></ruby>,<ruby>映画<rt>えいが</rt></ruby>を<ruby>見<rt>み</rt></ruby>る。,Movie,Watch movies.,Hobby
1614,Daily Social,Sách,Đọc sách.,<ruby>本<rt>ほん</rt></ruby>,<ruby>本<rt>ほん</rt></ruby>を<ruby>読<rt>よ</rt></ruby>む。,Book,Read books.,Hobby
1615,Daily Social,Game,Chơi game.,ゲーム,ゲームをする。,Game,Play games.,Hobby
1616,Daily Social,Nấu ăn,Thích nấu ăn.,<ruby>料理<rt>りょうり</rt></ruby>,<ruby>料理<rt>りょうり</rt></ruby>が<ruby>好<rt>す</rt></ruby>き。,Cooking,Like cooking.,Hobby
1617,Daily Social,Chụp ảnh,Chụp ảnh phong cảnh.,<ruby>写真<rt>しゃしん</rt></ruby>,<ruby>風景<rt>ふうけい</rt></ruby><ruby>写真<rt>しゃしん</rt></ruby>を<ruby>撮<rt>と</rt></ruby>る。,Photography,Take landscape photos.,Hobby
1618,Daily Social,Vẽ,Thích vẽ tranh.,<ruby>絵<rt>え</rt></ruby>を<ruby>描<rt>か</rt></ruby>く,<ruby>絵<rt>え</rt></ruby>を<ruby>描<rt>か</rt></ruby>くのが<ruby>好<rt>す</rt></ruby>き。,Drawing / Painting,Like drawing.,Hobby
1619,Daily Social,Nhảy,Nhảy múa giỏi.,ダンス,ダンスが<ruby>上手<rt>じょうず</rt></ruby>。,Dancing,Good at dancing.,Hobby
1620,Daily Social,Hát,Hát karaoke.,カラオケ,カラオケで<ruby>歌<rt>うた</rt></ruby>う。,Singing / Karaoke,Sing karaoke.,Hobby
1621,Daily Social,Bơi,Đi bơi.,<ruby>水泳<rt>すいえい</rt></ruby>,<ruby>泳<rt>およ</rt></ruby>ぎに<ruby>行<rt>い</rt></ruby>く。,Swimming,Go swimming.,Hobby
1622,Daily Social,Chạy bộ,Chạy bộ mỗi sáng.,ジョギング,<ruby>毎朝<rt>まいあさ</rt></ruby>ジョギング。,Jogging,Jog every morning.,Hobby
1623,Daily Social,Đạp xe,Đạp xe quanh hồ.,サイクリング,<ruby>湖<rt>みずうみ</rt></ruby>の<ruby>周<rt>まわ</rt></ruby>りをサイクリング。,Cycling,Cycle around the lake.,Hobby
1624,Daily Social,Leo núi,Leo núi cuối tuần.,<ruby>登山<rt>とざん</rt></ruby>,<ruby>週末<rt>しゅうまつ</rt></ruby>に<ruby>登山<rt>とざん</rt></ruby>。,Hiking,Hike on weekends.,Hobby
1625,Daily Social,Cắm trại,Đi cắm trại.,キャンプ,キャンプに<ruby>行<rt>い</rt></ruby>く。,Camping,Go camping.,Hobby
1626,Daily Social,Câu cá,Câu cá ở sông.,<ruby>釣<rt>つ</rt></ruby>り,<ruby>川<rt>かわ</rt></ruby>で<ruby>釣<rt>つ</rt></ruby>りする。,Fishing,Fish in the river.,Hobby
1627,Daily Social,Yoga,Tập yoga.,ヨガ,ヨガをする。,Yoga,Do yoga.,Hobby
1628,Daily Social,Du lịch,Thích du lịch.,<ruby>旅行<rt>りょこう</rt></ruby>,<ruby>旅行<rt>りょこう</rt></ruby>が<ruby>好<rt>す</rt></ruby>き。,Travel,Like traveling.,Hobby
1629,Daily Social,Rạp chiếu phim,Đi rạp chiếu phim.,<ruby>映画館<rt>えいがかん</rt></ruby>,<ruby>映画館<rt>えいがかん</rt></ruby>に<ruby>行<rt>い</rt></ruby>く。,Cinema,Go to cinema.,Hobby
1630,Daily Social,Buổi hòa nhạc,Đi buổi hòa nhạc.,コンサート,コンサートに<ruby>行<rt>い</rt></ruby>く。,Concert,Go to a concert.,Hobby
1631,Daily Social,Lễ hội,Tham gia lễ hội.,お<ruby>祭<rt>まつ</rt></ruby>り,お<ruby>祭<rt>まつ</rt></ruby>りに<ruby>参加<rt>さんか</rt></ruby>。,Festival,Join a festival.,Hobby
1632,Daily Social,Triển lãm,Xem triển lãm.,<ruby>展覧会<rt>てんらんかい</rt></ruby>,<ruby>展覧会<rt>てんらんかい</rt></ruby>を<ruby>見<rt>み</rt></ruby>る。,Exhibition,See an exhibition.,Hobby
1633,Daily Social,Bảo tàng,Tham quan bảo tàng.,<ruby>博物館<rt>はくぶつかん</rt></ruby>,<ruby>博物館<rt>はくぶつかん</rt></ruby>を<ruby>見学<rt>けんがく</rt></ruby>。,Museum,Visit a museum.,Hobby
1634,Daily Social,Văn hóa,Văn hóa Việt Nam.,<ruby>文化<rt>ぶんか</rt></ruby>,ベトナムの<ruby>文化<rt>ぶんか</rt></ruby>。,Culture,Vietnamese culture.,Culture
1635,Daily Social,Truyền thống,Truyền thống lâu đời.,<ruby>伝統<rt>でんとう</rt></ruby>,<ruby>長<rt>なが</rt></ruby>い<ruby>伝統<rt>でんとう</rt></ruby>。,Tradition,Long tradition.,Culture
1636,Daily Social,Phong tục,Phong tục địa phương.,<ruby>風習<rt>ふうしゅう</rt></ruby>,<ruby>地元<rt>じもと</rt></ruby>の<ruby>風習<rt>ふうしゅう</rt></ruby>。,Custom,Local customs.,Culture
1637,Daily Social,Tết,Chúc mừng năm mới!,テト / <ruby>旧正月<rt>きゅうしょうがつ</rt></ruby>,<ruby>新年<rt>しんねん</rt></ruby>おめでとう！,Tet (Lunar New Year),Happy New Year!,Culture
1638,Daily Social,Trung thu,Tết Trung thu.,<ruby>中秋<rt>ちゅうしゅう</rt></ruby>,<ruby>中秋節<rt>ちゅうしゅうせつ</rt></ruby>。,Mid-Autumn Festival,Mid-Autumn Festival.,Culture
1639,Daily Social,Thờ cúng tổ tiên,Thờ cúng tổ tiên.,<ruby>先祖<rt>せんぞ</rt></ruby><ruby>供養<rt>くよう</rt></ruby>,<ruby>先祖<rt>せんぞ</rt></ruby><ruby>供養<rt>くよう</rt></ruby>。,Ancestor worship,Ancestor worship.,Culture
1640,Daily Social,Nhang,Thắp nhang.,お<ruby>線香<rt>せんこう</rt></ruby>,お<ruby>線香<rt>せんこう</rt></ruby>をあげる。,Incense,Light incense.,Culture
1641,Daily Social,Chùa,Đi chùa.,お<ruby>寺<rt>てら</rt></ruby>,お<ruby>寺<rt>てら</rt></ruby>に<ruby>行<rt>い</rt></ruby>く。,Pagoda / Temple,Go to the temple.,Culture
1642,Daily Social,Rồng,Rồng là biểu tượng.,<ruby>龍<rt>りゅう</rt></ruby>,<ruby>龍<rt>りゅう</rt></ruby>は<ruby>象徴<rt>しょうちょう</rt></ruby>。,Dragon,Dragon is a symbol.,Culture
1643,Daily Social,Sen,Hoa sen đẹp.,<ruby>蓮<rt>はす</rt></ruby>,<ruby>蓮<rt>はす</rt></ruby>の<ruby>花<rt>はな</rt></ruby>が<ruby>綺麗<rt>きれい</rt></ruby>。,Lotus,Beautiful lotus.,Culture
1644,Daily Social,Áo dài,Mặc áo dài.,アオザイ,アオザイを<ruby>着<rt>き</rt></ruby>る。,Ao dai,Wear ao dai.,Culture
1645,Daily Social,Nón lá,Đội nón lá.,ノンラー,ノンラーをかぶる。,Conical hat,Wear a conical hat.,Culture
1646,Daily Social,Lụa,Lụa Việt Nam đẹp.,<ruby>絹<rt>きぬ</rt></ruby>,ベトナムの<ruby>絹<rt>きぬ</rt></ruby>は<ruby>綺麗<rt>きれい</rt></ruby>。,Silk,Vietnamese silk is nice.,Culture
1647,Daily Social,Múa rối nước,Xem múa rối nước.,<ruby>水上<rt>すいじょう</rt></ruby><ruby>人形劇<rt>にんぎょうげき</rt></ruby>,<ruby>水上<rt>すいじょう</rt></ruby><ruby>人形劇<rt>にんぎょうげき</rt></ruby>を<ruby>見<rt>み</rt></ruby>る。,Water puppet,Watch water puppets.,Culture
1648,Daily Social,Đũa,Dùng đũa.,<ruby>箸<rt>はし</rt></ruby>,<ruby>箸<rt>はし</rt></ruby>を<ruby>使<rt>つか</rt></ruby>う。,Chopsticks,Use chopsticks.,Culture
1649,Daily Social,Trà đạo,Uống trà đạo.,<ruby>茶道<rt>さどう</rt></ruby>,<ruby>茶道<rt>さどう</rt></ruby>を<ruby>楽<rt>たの</rt></ruby>しむ。,Tea ceremony,Enjoy tea ceremony.,Culture
1650,Daily Social,Kính trọng,Kính trọng người lớn tuổi.,<ruby>年上<rt>としうえ</rt></ruby>を<ruby>敬<rt>うやま</rt></ruby>う,<ruby>年上<rt>としうえ</rt></ruby>を<ruby>敬<rt>うやま</rt></ruby>う。,Respect elders,Respect elders.,Culture
1651,Daily Social,Bắt tay,Bắt tay chào hỏi.,<ruby>握手<rt>あくしゅ</rt></ruby>する,<ruby>握手<rt>あくしゅ</rt></ruby>で<ruby>挨拶<rt>あいさつ</rt></ruby>。,Handshake,Greet with handshake.,Culture
1652,Daily Social,Trao danh thiếp,Trao danh thiếp hai tay.,<ruby>名刺<rt>めいし</rt></ruby><ruby>交換<rt>こうかん</rt></ruby>,<ruby>両手<rt>りょうて</rt></ruby>で<ruby>名刺<rt>めいし</rt></ruby>を<ruby>渡<rt>わた</rt></ruby>す。,Exchange business cards,Give card with both hands.,Culture
1653,Daily Social,Tặng quà,Tặng quà lịch sự.,<ruby>贈<rt>おく</rt></ruby>り<ruby>物<rt>もの</rt></ruby>をする,<ruby>丁寧<rt>ていねい</rt></ruby>にプレゼントを<ruby>贈<rt>おく</rt></ruby>る。,Gift giving,Give gifts politely.,Culture
1654,Daily Social,Lì xì,Lì xì năm mới.,お<ruby>年玉<rt>としだま</rt></ruby>,お<ruby>年玉<rt>としだま</rt></ruby>。,Lucky money,New Year lucky money.,Culture
1655,Daily Social,Con giáp,Con giáp gì?,<ruby>干支<rt>えと</rt></ruby>,<ruby>何<rt>なに</rt></ruby><ruby>年<rt>どし</rt></ruby>？,Zodiac,What zodiac sign?,Culture
1656,Daily Social,Phong thủy,Tin phong thủy.,<ruby>風水<rt>ふうすい</rt></ruby>,<ruby>風水<rt>ふうすい</rt></ruby>を<ruby>信<rt>しん</rt></ruby>じる。,Feng shui,Believe in feng shui.,Culture
1657,Daily Social,Âm lịch,Theo âm lịch.,<ruby>旧暦<rt>きゅうれき</rt></ruby>,<ruby>旧暦<rt>きゅうれき</rt></ruby>で。,Lunar calendar,By lunar calendar.,Culture
1658,Daily Social,Đèn lồng,Đèn lồng đỏ.,<ruby>提灯<rt>ちょうちん</rt></ruby>,<ruby>赤<rt>あか</rt></ruby>い<ruby>提灯<rt>ちょうちん</rt></ruby>。,Lantern,Red lanterns.,Culture
1659,Daily Social,Bánh chưng,Gói bánh chưng Tết.,バインチュン,テトのバインチュンを<ruby>作<rt>つく</rt></ruby>る。,Sticky rice cake,Make Tet rice cakes.,Culture
1660,Daily Social,Hoa đào,Hoa đào miền Bắc.,<ruby>桃<rt>もも</rt></ruby>の<ruby>花<rt>はな</rt></ruby>,<ruby>北部<rt>ほくぶ</rt></ruby>の<ruby>桃<rt>もも</rt></ruby>の<ruby>花<rt>はな</rt></ruby>。,Peach blossom,Northern peach blossoms.,Culture
1661,Daily Social,Múa lân,Xem múa lân.,<ruby>獅子<rt>しし</rt></ruby><ruby>舞<rt>まい</rt></ruby>,<ruby>獅子<rt>しし</rt></ruby><ruby>舞<rt>まい</rt></ruby>を<ruby>見<rt>み</rt></ruby>る。,Lion dance,Watch lion dance.,Culture
1662,Daily Social,Bánh trung thu,Ăn bánh trung thu.,<ruby>月餅<rt>げっぺい</rt></ruby>,<ruby>月餅<rt>げっぺい</rt></ruby>を<ruby>食<rt>た</rt></ruby>べる。,Mooncake,Eat mooncake.,Culture
1663,Daily Social,Cầu nguyện,Cầu nguyện ở chùa.,お<ruby>祈<rt>いの</rt></ruby>りする,お<ruby>寺<rt>てら</rt></ruby>でお<ruby>祈<rt>いの</rt></ruby>りする。,To pray,Pray at the temple.,Culture
1664,Daily Social,Gặp,Gặp bạn bè.,<ruby>会<rt>あ</rt></ruby>う,<ruby>友達<rt>ともだち</rt></ruby>に<ruby>会<rt>あ</rt></ruby>う。,To meet,Meet friends.,Social
1665,Daily Social,Chào,Chào hỏi mọi người.,<ruby>挨拶<rt>あいさつ</rt></ruby>する,みんなに<ruby>挨拶<rt>あいさつ</rt></ruby>する。,To greet,Greet everyone.,Social
1666,Daily Social,Giới thiệu,Giới thiệu bạn tôi.,<ruby>紹介<rt>しょうかい</rt></ruby>する,<ruby>友達<rt>ともだち</rt></ruby>を<ruby>紹介<rt>しょうかい</rt></ruby>する。,To introduce,Introduce my friend.,Social
1667,Daily Social,Mời,Mời đi ăn.,<ruby>招待<rt>しょうたい</rt></ruby>する,<ruby>食事<rt>しょくじ</rt></ruby>に<ruby>招待<rt>しょうたい</rt></ruby>する。,To invite,Invite to dinner.,Social
1668,Daily Social,Nhận lời,Nhận lời mời.,<ruby>受<rt>う</rt></ruby>ける,<ruby>招待<rt>しょうたい</rt></ruby>を<ruby>受<rt>う</rt></ruby>ける。,To accept,Accept invitation.,Social
1669,Daily Social,Từ chối,Từ chối lịch sự.,<ruby>断<rt>ことわ</rt></ruby>る,<ruby>丁寧<rt>ていねい</rt></ruby>にお<ruby>断<rt>ことわ</rt></ruby>りする。,To decline,Politely decline.,Social
1670,Daily Social,Thăm,Thăm nhà bạn.,<ruby>訪問<rt>ほうもん</rt></ruby>する,<ruby>友達<rt>ともだち</rt></ruby>の<ruby>家<rt>いえ</rt></ruby>を<ruby>訪問<rt>ほうもん</rt></ruby>。,To visit,Visit friend's house.,Social
1671,Daily Social,Tiệc,Tổ chức tiệc.,パーティー,パーティーを<ruby>開<rt>ひら</rt></ruby>く。,Party,Throw a party.,Social
1672,Daily Social,Khen,Khen ngợi.,<ruby>褒<rt>ほ</rt></ruby>める,<ruby>褒<rt>ほ</rt></ruby>める。,To praise,Give praise.,Social
1673,Daily Social,Chúc mừng,Chúc mừng!,おめでとう,おめでとう！,Congratulations,Congrats!,Social
1674,Daily Social,Chia buồn,Xin chia buồn.,お<ruby>悔<rt>く</rt></ruby>やみ,お<ruby>悔<rt>く</rt></ruby>やみ<ruby>申<rt>もう</rt></ruby>し<ruby>上<rt>あ</rt></ruby>げます。,Condolences,My condolences.,Social
1675,Daily Social,Xin lỗi,Xin lỗi anh.,<ruby>謝<rt>あやま</rt></ruby>る,ごめんなさい。,To apologize,I'm sorry.,Social
1676,Daily Social,Tha thứ,Tha thứ cho tôi.,<ruby>許<rt>ゆる</rt></ruby>す,<ruby>許<rt>ゆる</rt></ruby>してください。,To forgive,Please forgive me.,Social
1677,Daily Social,Cảm ơn,Cảm ơn anh nhiều.,<ruby>感謝<rt>かんしゃ</rt></ruby>する,<ruby>感謝<rt>かんしゃ</rt></ruby>します。,To thank,Thank you.,Social
1678,Daily Social,Hứa,Tôi hứa.,<ruby>約束<rt>やくそく</rt></ruby>する,<ruby>約束<rt>やくそく</rt></ruby>します。,To promise,I promise.,Social
1679,Daily Social,Tin,Tôi tin anh.,<ruby>信<rt>しん</rt></ruby>じる,<ruby>信<rt>しん</rt></ruby>じています。,To trust,I trust you.,Social
1680,Daily Social,Tôn trọng,Tôn trọng nhau.,<ruby>尊重<rt>そんちょう</rt></ruby>する,お<ruby>互<rt>たが</rt></ruby>いを<ruby>尊重<rt>そんちょう</rt></ruby>する。,To respect,Respect each other.,Social
1681,Daily Social,Học,Học tiếng Việt.,<ruby>学<rt>まな</rt></ruby>ぶ,ベトナム<ruby>語<rt>ご</rt></ruby>を<ruby>学<rt>まな</rt></ruby>ぶ。,To learn,Learn Vietnamese.,Education
1682,Daily Social,Dạy,Dạy tiếng Anh.,<ruby>教<rt>おし</rt></ruby>える,<ruby>英語<rt>えいご</rt></ruby>を<ruby>教<rt>おし</rt></ruby>える。,To teach,Teach English.,Education
1683,Daily Social,Ôn tập,Ôn tập bài.,<ruby>復習<rt>ふくしゅう</rt></ruby>する,<ruby>復習<rt>ふくしゅう</rt></ruby>する。,To review,Review the lesson.,Education
1684,Daily Social,Ghi nhớ,Ghi nhớ từ vựng.,<ruby>暗記<rt>あんき</rt></ruby>する,<ruby>単語<rt>たんご</rt></ruby>を<ruby>暗記<rt>あんき</rt></ruby>する。,To memorize,Memorize vocabulary.,Education
1685,Daily Social,Phát âm,Phát âm khó.,<ruby>発音<rt>はつおん</rt></ruby>,<ruby>発音<rt>はつおん</rt></ruby>が<ruby>難<rt>むずか</rt></ruby>しい。,Pronunciation,Pronunciation is hard.,Education
1686,Daily Social,Từ vựng,Học từ vựng mới.,<ruby>単語<rt>たんご</rt></ruby>,<ruby>新<rt>あたら</rt></ruby>しい<ruby>単語<rt>たんご</rt></ruby>を<ruby>覚<rt>おぼ</rt></ruby>える。,Vocabulary,Learn new vocabulary.,Education
1687,Daily Social,Ngữ pháp,Ngữ pháp phức tạp.,<ruby>文法<rt>ぶんぽう</rt></ruby>,<ruby>文法<rt>ぶんぽう</rt></ruby>が<ruby>複雑<rt>ふくざつ</rt></ruby>。,Grammar,Grammar is complex.,Education
1688,Daily Social,Câu,Đặt câu.,<ruby>文<rt>ぶん</rt></ruby>を<ruby>作<rt>つく</rt></ruby>る,<ruby>文<rt>ぶん</rt></ruby>を<ruby>作<rt>つく</rt></ruby>る。,Sentence,Make a sentence.,Education
1689,Daily Social,Bài thi,Bài thi khó.,<ruby>試験<rt>しけん</rt></ruby>,<ruby>試験<rt>しけん</rt></ruby>が<ruby>難<rt>むずか</rt></ruby>しい。,Exam,Difficult exam.,Education
1690,Daily Social,Điểm,Điểm cao.,<ruby>点数<rt>てんすう</rt></ruby>,<ruby>高<rt>たか</rt></ruby>い<ruby>点数<rt>てんすう</rt></ruby>。,Score,High score.,Education
1691,Daily Social,Đỗ,Đỗ rồi!,<ruby>合格<rt>ごうかく</rt></ruby>した,<ruby>合格<rt>ごうかく</rt></ruby>した！,To pass,Passed!,Education
